code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
300735.SZ,2026-08-21 14:34:00,1min,20.244,20.212,20.1745,20.108,20.212281,20.138672,20.163834,20.1745,20.276965,20.072035,20.219271,76.148572,71.549618,65.346314,86.338022,84.79176,89.430547,0.04218,0.032981,0.018398,43.469603,6.178501,63.045111,50.92807,0.148221,0.32584,0.514473,18.181818,13.333333,148.127341,0.595533,0.50485,1.181684,0.032143
