code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
002929.SZ,2026-08-21 14:24:00,1min,53.682,53.686,53.6235,53.566,53.666771,53.591619,53.736803,53.6235,53.814421,53.432579,53.663542,63.518102,61.020081,56.70095,71.228954,65.189671,83.307522,0.046254,0.041891,0.008725,35.763936,21.053887,26.001392,30.9849,0.07453,0.049674,0.21613,13.333333,18.75,62.800875,0.037251,0.118191,2.485227,0.052857
